Frequency ;Azimuth ;S-param ;Amplitude ;Phase      ;
9.520     ;41.0    ;S43     ;-79.0616  ;-88.7705   ;
9.530     ;41.0    ;S43     ;-79.4274  ;-124.083   ;
9.540     ;41.0    ;S43     ;-79.6042  ;-160.399   ;
9.550     ;41.0    ;S43     ;-79.7712  ;164.458    ;
9.560     ;41.0    ;S43     ;-79.961   ;128.385    ;
9.570     ;41.0    ;S43     ;-79.8681  ;94.0524    ;
9.580     ;41.0    ;S43     ;-79.825   ;56.0217    ;
9.590     ;41.0    ;S43     ;-79.7312  ;19.205     ;
9.600     ;41.0    ;S43     ;-79.8578  ;-17.921    ;
9.610     ;41.0    ;S43     ;-79.8481  ;-55.9588   ;
9.620     ;41.0    ;S43     ;-80.0397  ;-93.3125   ;
9.630     ;41.0    ;S43     ;-80.0744  ;-129.091   ;
9.640     ;41.0    ;S43     ;-80.1637  ;-165.989   ;
9.650     ;41.0    ;S43     ;-80.2717  ;155.336    ;
9.660     ;41.0    ;S43     ;-80.5223  ;118.257    ;
9.670     ;41.0    ;S43     ;-80.7384  ;80.2025    ;
9.680     ;41.0    ;S43     ;-80.8679  ;43.1347    ;
9.690     ;41.0    ;S43     ;-81.3351  ;6.5028     ;
9.700     ;41.0    ;S43     ;-81.6306  ;-29.2484   ;
9.710     ;41.0    ;S43     ;-81.8435  ;-64.7436   ;
9.720     ;41.0    ;S43     ;-81.7424  ;-100.539   ;
9.730     ;41.0    ;S43     ;-81.656   ;-137.332   ;
9.740     ;41.0    ;S43     ;-81.5106  ;-173.844   ;
9.750     ;41.0    ;S43     ;-81.3039  ;148.448    ;
9.760     ;41.0    ;S43     ;-81.2491  ;108.535    ;
9.770     ;41.0    ;S43     ;-81.3132  ;69.2888    ;
9.780     ;41.0    ;S43     ;-81.4093  ;30.3143    ;
9.790     ;41.0    ;S43     ;-81.7734  ;-7.01626   ;
9.800     ;41.0    ;S43     ;-81.7498  ;-45.2946   ;
9.300     ;42.0    ;S43     ;-78.9847  ;-7.79172   ;
9.310     ;42.0    ;S43     ;-79.3619  ;-44.4378   ;
9.320     ;42.0    ;S43     ;-79.5919  ;-81.7966   ;
9.330     ;42.0    ;S43     ;-79.9684  ;-118.719   ;
9.340     ;42.0    ;S43     ;-80.3391  ;-154.009   ;
9.350     ;42.0    ;S43     ;-80.6319  ;171.879    ;
9.360     ;42.0    ;S43     ;-80.9224  ;136.236    ;
9.370     ;42.0    ;S43     ;-81.1947  ;100.664    ;
9.380     ;42.0    ;S43     ;-81.0416  ;65.328     ;
9.390     ;42.0    ;S43     ;-81.1814  ;29.9852    ;
9.400     ;42.0    ;S43     ;-81.3132  ;-7.6694    ;
9.410     ;42.0    ;S43     ;-81.4841  ;-42.3925   ;
9.420     ;42.0    ;S43     ;-81.4743  ;-78.5827   ;
9.430     ;42.0    ;S43     ;-81.6458  ;-114.08    ;
9.440     ;42.0    ;S43     ;-81.7928  ;-149.316   ;
9.450     ;42.0    ;S43     ;-81.6456  ;173.613    ;
9.460     ;42.0    ;S43     ;-81.5869  ;138.327    ;
9.470     ;42.0    ;S43     ;-81.4004  ;100.177    ;
9.480     ;42.0    ;S43     ;-81.4028  ;61.4144    ;
9.490     ;42.0    ;S43     ;-81.5532  ;21.813     ;
9.500     ;42.0    ;S43     ;-82.0903  ;-15.7823   ;
9.510     ;42.0    ;S43     ;-82.3933  ;-53.76     ;
9.520     ;42.0    ;S43     ;-82.8178  ;-91.1078   ;
9.530     ;42.0    ;S43     ;-83.4003  ;-125.982   ;
9.540     ;42.0    ;S43     ;-83.7651  ;-161.455   ;
9.550     ;42.0    ;S43     ;-84.2252  ;163.962    ;
9.560     ;42.0    ;S43     ;-84.345   ;129.482    ;
9.570     ;42.0    ;S43     ;-84.2281  ;95.1373    ;
9.580     ;42.0    ;S43     ;-84.2138  ;58.2036    ;
9.590     ;42.0    ;S43     ;-84.1627  ;19.9083    ;
9.600     ;42.0    ;S43     ;-84.1813  ;-17.1283   ;
9.610     ;42.0    ;S43     ;-83.9862  ;-55.7633   ;
9.620     ;42.0    ;S43     ;-84.3318  ;-92.1477   ;
9.630     ;42.0    ;S43     ;-84.7009  ;-128.869   ;
9.640     ;42.0    ;S43     ;-84.5487  ;-165.991   ;
9.650     ;42.0    ;S43     ;-84.95    ;154.564    ;
9.660     ;42.0    ;S43     ;-85.3706  ;115.243    ;
9.670     ;42.0    ;S43     ;-85.7332  ;77.041     ;
9.680     ;42.0    ;S43     ;-86.1257  ;39.5396    ;
9.690     ;42.0    ;S43     ;-86.5141  ;2.87949    ;
9.700     ;42.0    ;S43     ;-86.9379  ;-32.55     ;
9.710     ;42.0    ;S43     ;-87.6676  ;-66.5037   ;
9.720     ;42.0    ;S43     ;-87.4762  ;-101.774   ;
9.730     ;42.0    ;S43     ;-87.4391  ;-137.36    ;
9.740     ;42.0    ;S43     ;-87.1319  ;-175.511   ;
9.750     ;42.0    ;S43     ;-86.8194  ;146.643    ;
9.760     ;42.0    ;S43     ;-86.8683  ;106.156    ;
9.770     ;42.0    ;S43     ;-86.9242  ;63.3446    ;
9.780     ;42.0    ;S43     ;-87.0963  ;24.393     ;
9.790     ;42.0    ;S43     ;-87.797   ;-15.0052   ;
9.800     ;42.0    ;S43     ;-87.2521  ;-51.9022   ;
9.300     ;43.0    ;S43     ;-82.334   ;-10.4949   ;
9.310     ;43.0    ;S43     ;-82.8527  ;-47.4234   ;
9.320     ;43.0    ;S43     ;-83.1493  ;-85.8508   ;
9.330     ;43.0    ;S43     ;-83.7476  ;-123.136   ;
9.340     ;43.0    ;S43     ;-84.2929  ;-159.174   ;
9.350     ;43.0    ;S43     ;-84.7173  ;166.491    ;
9.360     ;43.0    ;S43     ;-85.3103  ;131.65     ;
9.370     ;43.0    ;S43     ;-85.4345  ;97.7482    ;
9.380     ;43.0    ;S43     ;-85.4394  ;61.8703    ;
9.390     ;43.0    ;S43     ;-85.8344  ;25.3867    ;
9.400     ;43.0    ;S43     ;-86.0873  ;-11.1961   ;
9.410     ;43.0    ;S43     ;-86.5978  ;-45.6616   ;
9.420     ;43.0    ;S43     ;-86.7247  ;-79.4001   ;
9.430     ;43.0    ;S43     ;-86.8701  ;-115.317   ;
9.440     ;43.0    ;S43     ;-87.1165  ;-149.161   ;
9.450     ;43.0    ;S43     ;-86.9406  ;174.07     ;
9.460     ;43.0    ;S43     ;-86.8247  ;138.538    ;
9.470     ;43.0    ;S43     ;-86.5658  ;99.898     ;
9.480     ;43.0    ;S43     ;-86.4533  ;59.0128    ;
9.490     ;43.0    ;S43     ;-86.8053  ;16.9223    ;
9.500     ;43.0    ;S43     ;-87.6285  ;-23.6365   ;
9.510     ;43.0    ;S43     ;-88.6725  ;-62.754    ;
9.520     ;43.0    ;S43     ;-89.5012  ;-100.947   ;
9.530     ;43.0    ;S43     ;-90.6916  ;-135.529   ;
9.540     ;43.0    ;S43     ;-91.9864  ;-171.493   ;
9.550     ;43.0    ;S43     ;-92.9685  ;159.182    ;
9.560     ;43.0    ;S43     ;-93.4535  ;126.222    ;
9.570     ;43.0    ;S43     ;-93.7437  ;97.4852    ;
9.580     ;43.0    ;S43     ;-92.807   ;56.9414    ;
9.590     ;43.0    ;S43     ;-92.3842  ;22.0917    ;
9.600     ;43.0    ;S43     ;-92.6543  ;-17.8036   ;
9.610     ;43.0    ;S43     ;-92.6009  ;-58.7912   ;
9.620     ;43.0    ;S43     ;-93.6729  ;-94.5088   ;
9.630     ;43.0    ;S43     ;-94.0169  ;-133.065   ;
9.640     ;43.0    ;S43     ;-94.019   ;-176.909   ;
9.650     ;43.0    ;S43     ;-94.7387  ;141.864    ;
9.660     ;43.0    ;S43     ;-95.2109  ;95.6286    ;
9.670     ;43.0    ;S43     ;-96.1533  ;51.8518    ;
9.680     ;43.0    ;S43     ;-98.3412  ;8.98329    ;
9.690     ;43.0    ;S43     ;-99.2872  ;-38.7807   ;
9.700     ;43.0    ;S43     ;-101.293  ;-80.9162   ;
9.710     ;43.0    ;S43     ;-105.061  ;-125.932   ;
9.720     ;43.0    ;S43     ;-104.165  ;-161.696   ;
9.730     ;43.0    ;S43     ;-106.859  ;176.912    ;
9.740     ;43.0    ;S43     ;-104.096  ;146.615    ;
9.750     ;43.0    ;S43     ;-103.841  ;101.752    ;
9.760     ;43.0    ;S43     ;-99.6076  ;61.934     ;
9.770     ;43.0    ;S43     ;-98.7159  ;0.935582   ;
9.780     ;43.0    ;S43     ;-97.4793  ;-40.3027   ;
9.790     ;43.0    ;S43     ;-97.8542  ;-82.693    ;
9.800     ;43.0    ;S43     ;-97.1306  ;-125.584   ;
9.300     ;44.0    ;S43     ;-87.1599  ;-23.8016   ;
9.310     ;44.0    ;S43     ;-88.1332  ;-61.6854   ;
9.320     ;44.0    ;S43     ;-88.516   ;-102.549   ;
9.330     ;44.0    ;S43     ;-89.5537  ;-141.348   ;
9.340     ;44.0    ;S43     ;-91.0619  ;-178.999   ;
9.350     ;44.0    ;S43     ;-92.1482  ;143.436    ;
9.360     ;44.0    ;S43     ;-93.2759  ;109.715    ;
9.370     ;44.0    ;S43     ;-93.8058  ;75.5604    ;
9.380     ;44.0    ;S43     ;-94.4028  ;39.5719    ;
9.390     ;44.0    ;S43     ;-95.1743  ;2.75962    ;
9.400     ;44.0    ;S43     ;-95.8697  ;-41.1782   ;
9.410     ;44.0    ;S43     ;-97.3048  ;-71.6022   ;
9.420     ;44.0    ;S43     ;-98.4228  ;-108.564   ;
9.430     ;44.0    ;S43     ;-100.86   ;-140.382   ;
9.440     ;44.0    ;S43     ;-102.979  ;-173.183   ;
9.450     ;44.0    ;S43     ;-101.564  ;161.999    ;
9.460     ;44.0    ;S43     ;-102.003  ;128.354    ;
9.470     ;44.0    ;S43     ;-99.5296  ;78.4073    ;
9.480     ;44.0    ;S43     ;-98.9145  ;29.1044    ;
9.490     ;44.0    ;S43     ;-97.649   ;-26.4365   ;
9.500     ;44.0    ;S43     ;-97.6706  ;-84.4221   ;
9.510     ;44.0    ;S43     ;-97.4955  ;-144.075   ;
9.520     ;44.0    ;S43     ;-96.9442  ;169.793    ;
9.530     ;44.0    ;S43     ;-96.2388  ;113.532    ;
9.540     ;44.0    ;S43     ;-95.6823  ;57.6525    ;
9.550     ;44.0    ;S43     ;-95.2202  ;9.76383    ;
9.560     ;44.0    ;S43     ;-95.1577  ;-35.5507   ;
9.570     ;44.0    ;S43     ;-95.8279  ;-77.0998   ;
9.580     ;44.0    ;S43     ;-96.3979  ;-115.6     ;
9.590     ;44.0    ;S43     ;-96.5049  ;-152.765   ;
9.600     ;44.0    ;S43     ;-96.551   ;172.407    ;
9.610     ;44.0    ;S43     ;-95.957   ;140.318    ;
9.620     ;44.0    ;S43     ;-95.0179  ;104.297    ;
9.630     ;44.0    ;S43     ;-94.9685  ;70.8725    ;
9.640     ;44.0    ;S43     ;-94.0177  ;37.0939    ;
9.650     ;44.0    ;S43     ;-93.1662  ;6.27735    ;
9.660     ;44.0    ;S43     ;-91.7031  ;-31.4913   ;
9.670     ;44.0    ;S43     ;-91.0273  ;-70.9768   ;
9.680     ;44.0    ;S43     ;-90.3792  ;-109.532   ;
9.690     ;44.0    ;S43     ;-89.9536  ;-147.695   ;
9.700     ;44.0    ;S43     ;-89.3668  ;175.278    ;
9.710     ;44.0    ;S43     ;-89.0809  ;134.129    ;
9.720     ;44.0    ;S43     ;-89.1602  ;94.6283    ;
9.730     ;44.0    ;S43     ;-89.1273  ;56.7857    ;
9.740     ;44.0    ;S43     ;-89.2362  ;21.0904    ;
9.750     ;44.0    ;S43     ;-89.4802  ;-14.3948   ;
9.760     ;44.0    ;S43     ;-89.3974  ;-46.1717   ;
9.770     ;44.0    ;S43     ;-88.811   ;-79.1457   ;
9.780     ;44.0    ;S43     ;-88.0952  ;-113.04    ;
9.790     ;44.0    ;S43     ;-87.8292  ;-153.865   ;
9.800     ;44.0    ;S43     ;-87.7054  ;170.97     ;
9.300     ;45.0    ;S43     ;-92.2014  ;-71.5513   ;
9.310     ;45.0    ;S43     ;-92.4676  ;-121.688   ;
9.320     ;45.0    ;S43     ;-92.5162  ;-167.43    ;
9.330     ;45.0    ;S43     ;-92.0788  ;146.027    ;
9.340     ;45.0    ;S43     ;-92.3395  ;96.0248    ;
9.350     ;45.0    ;S43     ;-93.0431  ;55.9278    ;
9.360     ;45.0    ;S43     ;-92.6569  ;10.3171    ;
9.370     ;45.0    ;S43     ;-92.7643  ;-34.2116   ;
9.380     ;45.0    ;S43     ;-92.9935  ;-71.0362   ;
9.390     ;45.0    ;S43     ;-91.9573  ;-109.52    ;
9.400     ;45.0    ;S43     ;-91.3168  ;-150.709   ;
9.410     ;45.0    ;S43     ;-91.1596  ;168.842    ;
9.420     ;45.0    ;S43     ;-91.2397  ;128.658    ;
9.430     ;45.0    ;S43     ;-90.9294  ;89.6637    ;
9.440     ;45.0    ;S43     ;-90.4194  ;46.2968    ;
9.450     ;45.0    ;S43     ;-90.7011  ;6.37311    ;
9.460     ;45.0    ;S43     ;-90.7453  ;-28.6967   ;
9.470     ;45.0    ;S43     ;-91.0535  ;-62.0027   ;
9.480     ;45.0    ;S43     ;-90.775   ;-92.4382   ;
9.490     ;45.0    ;S43     ;-89.4681  ;-126.258   ;
9.500     ;45.0    ;S43     ;-88.638   ;-160.016   ;
9.510     ;45.0    ;S43     ;-87.5711  ;159.764    ;
9.520     ;45.0    ;S43     ;-87.0059  ;121.8      ;
9.530     ;45.0    ;S43     ;-86.1003  ;81.636     ;
9.540     ;45.0    ;S43     ;-85.6347  ;40.1267    ;
9.550     ;45.0    ;S43     ;-85.308   ;0.515991   ;
9.560     ;45.0    ;S43     ;-85.2159  ;-40.608    ;
9.570     ;45.0    ;S43     ;-85.3465  ;-79.157    ;
9.580     ;45.0    ;S43     ;-85.7575  ;-115.566   ;
9.590     ;45.0    ;S43     ;-85.9605  ;-152.99    ;
9.600     ;45.0    ;S43     ;-85.9076  ;171.676    ;
9.610     ;45.0    ;S43     ;-85.7108  ;135.176    ;
9.620     ;45.0    ;S43     ;-85.5467  ;99.1486    ;
9.630     ;45.0    ;S43     ;-85.252   ;64.6469    ;
9.640     ;45.0    ;S43     ;-85.1332  ;28.0509    ;
9.650     ;45.0    ;S43     ;-84.8857  ;-6.4908    ;
9.660     ;45.0    ;S43     ;-84.3241  ;-41.9857   ;
9.670     ;45.0    ;S43     ;-83.9476  ;-78.6196   ;
9.680     ;45.0    ;S43     ;-83.6702  ;-116.857   ;
9.690     ;45.0    ;S43     ;-83.5125  ;-154.676   ;
9.700     ;45.0    ;S43     ;-83.1774  ;168.889    ;
9.710     ;45.0    ;S43     ;-82.9247  ;129.673    ;
9.720     ;45.0    ;S43     ;-82.9197  ;92.5446    ;
9.730     ;45.0    ;S43     ;-82.9968  ;55.0595    ;
9.740     ;45.0    ;S43     ;-83.1418  ;17.8404    ;
9.750     ;45.0    ;S43     ;-83.161   ;-17.2466   ;
9.760     ;45.0    ;S43     ;-83.1459  ;-51.4326   ;
9.770     ;45.0    ;S43     ;-82.8482  ;-86.5111   ;
9.780     ;45.0    ;S43     ;-82.5927  ;-121.97    ;
9.790     ;45.0    ;S43     ;-82.5328  ;-159.528   ;
9.800     ;45.0    ;S43     ;-82.4791  ;163.762    ;
9.300     ;46.0    ;S43     ;-87.7553  ;-127.491   ;
9.310     ;46.0    ;S43     ;-87.1393  ;-169.767   ;
9.320     ;46.0    ;S43     ;-86.473   ;150.133    ;
9.330     ;46.0    ;S43     ;-86.0834  ;110.475    ;
9.340     ;46.0    ;S43     ;-85.878   ;68.6905    ;
9.350     ;46.0    ;S43     ;-85.5959  ;29.3656    ;
9.360     ;46.0    ;S43     ;-85.3808  ;-11.0653   ;
9.370     ;46.0    ;S43     ;-85.1037  ;-47.5567   ;
9.380     ;46.0    ;S43     ;-85.2327  ;-86.7099   ;
9.390     ;46.0    ;S43     ;-84.7975  ;-122.383   ;
9.400     ;46.0    ;S43     ;-84.5303  ;-160.651   ;
9.410     ;46.0    ;S43     ;-84.1955  ;159.951    ;
9.420     ;46.0    ;S43     ;-84.1193  ;122.569    ;
9.430     ;46.0    ;S43     ;-83.8973  ;84.4607    ;
9.440     ;46.0    ;S43     ;-83.7769  ;46.4221    ;
9.450     ;46.0    ;S43     ;-83.7802  ;8.44763    ;
9.460     ;46.0    ;S43     ;-83.8923  ;-28.1512   ;
9.470     ;46.0    ;S43     ;-84.1067  ;-64.0473   ;
9.480     ;46.0    ;S43     ;-83.8294  ;-97.7184   ;
9.490     ;46.0    ;S43     ;-83.4271  ;-133.277   ;
9.500     ;46.0    ;S43     ;-82.888   ;-168.802   ;
9.510     ;46.0    ;S43     ;-82.3149  ;153.715    ;
9.520     ;46.0    ;S43     ;-81.8525  ;117.073    ;
9.530     ;46.0    ;S43     ;-81.3522  ;78.0215    ;
9.540     ;46.0    ;S43     ;-81.0737  ;38.802     ;
9.550     ;46.0    ;S43     ;-80.8197  ;-0.271776  ;
9.560     ;46.0    ;S43     ;-80.9553  ;-38.4783   ;
9.570     ;46.0    ;S43     ;-80.9898  ;-76.463    ;
9.580     ;46.0    ;S43     ;-81.2012  ;-114.041   ;
9.590     ;46.0    ;S43     ;-81.0847  ;-150.518   ;
9.600     ;46.0    ;S43     ;-81.2298  ;173.001    ;
9.610     ;46.0    ;S43     ;-81.1349  ;136.115    ;
9.620     ;46.0    ;S43     ;-80.9981  ;100.304    ;
9.630     ;46.0    ;S43     ;-81.0266  ;64.4018    ;
9.640     ;46.0    ;S43     ;-80.7812  ;27.5445    ;
9.650     ;46.0    ;S43     ;-80.6122  ;-7.43822   ;
9.660     ;46.0    ;S43     ;-80.2981  ;-44.3608   ;
9.670     ;46.0    ;S43     ;-80.1676  ;-80.3401   ;
9.680     ;46.0    ;S43     ;-79.9567  ;-117.721   ;
9.690     ;46.0    ;S43     ;-79.8541  ;-154.572   ;
9.700     ;46.0    ;S43     ;-79.726   ;167.91     ;
9.710     ;46.0    ;S43     ;-79.5637  ;129.733    ;
9.720     ;46.0    ;S43     ;-79.6157  ;92.0503    ;
9.730     ;46.0    ;S43     ;-79.6598  ;55.7503    ;
9.740     ;46.0    ;S43     ;-79.7197  ;18.4433    ;
9.750     ;46.0    ;S43     ;-79.7642  ;-17.4078   ;
9.760     ;46.0    ;S43     ;-79.6523  ;-53.174    ;
9.770     ;46.0    ;S43     ;-79.5804  ;-88.3879   ;
9.780     ;46.0    ;S43     ;-79.4623  ;-125.849   ;
9.790     ;46.0    ;S43     ;-79.406   ;-161.94    ;
9.800     ;46.0    ;S43     ;-79.4071  ;161.478    ;
9.300     ;47.0    ;S43     ;-83.5244  ;-141.043   ;
9.310     ;47.0    ;S43     ;-82.8606  ;179.692    ;
9.320     ;47.0    ;S43     ;-82.4023  ;141.772    ;
9.330     ;47.0    ;S43     ;-82.0873  ;103.07     ;
9.340     ;47.0    ;S43     ;-81.786   ;63.9903    ;
9.350     ;47.0    ;S43     ;-81.681   ;25.553     ;
9.360     ;47.0    ;S43     ;-81.4489  ;-12.8077   ;
9.370     ;47.0    ;S43     ;-81.2443  ;-50.2069   ;
9.380     ;47.0    ;S43     ;-81.3624  ;-87.7323   ;
9.390     ;47.0    ;S43     ;-81.0531  ;-124.777   ;
9.400     ;47.0    ;S43     ;-80.7135  ;-161.538   ;
9.410     ;47.0    ;S43     ;-80.5809  ;160.182    ;
9.420     ;47.0    ;S43     ;-80.4317  ;123.127    ;
9.430     ;47.0    ;S43     ;-80.4244  ;85.87      ;
9.440     ;47.0    ;S43     ;-80.248   ;47.5858    ;
9.450     ;47.0    ;S43     ;-80.2261  ;10.2026    ;
9.460     ;47.0    ;S43     ;-80.2186  ;-27.3238   ;
9.470     ;47.0    ;S43     ;-80.2804  ;-62.6419   ;
9.480     ;47.0    ;S43     ;-80.1377  ;-97.7945   ;
9.490     ;47.0    ;S43     ;-79.9034  ;-132.994   ;
9.500     ;47.0    ;S43     ;-79.5422  ;-169.281   ;
9.510     ;47.0    ;S43     ;-79.18    ;153.94     ;
9.520     ;47.0    ;S43     ;-78.8802  ;117.06     ;
9.530     ;47.0    ;S43     ;-78.3217  ;78.863     ;
9.540     ;47.0    ;S43     ;-78.2345  ;40.2903    ;
9.550     ;47.0    ;S43     ;-78.1377  ;1.82683    ;
9.560     ;47.0    ;S43     ;-78.0427  ;-36.429    ;
9.570     ;47.0    ;S43     ;-78.1948  ;-74.3357   ;
9.580     ;47.0    ;S43     ;-78.2675  ;-111.31    ;
9.590     ;47.0    ;S43     ;-78.3065  ;-147.9     ;
9.600     ;47.0    ;S43     ;-78.2389  ;174.64     ;
9.610     ;47.0    ;S43     ;-78.2422  ;138.854    ;
9.620     ;47.0    ;S43     ;-78.197   ;101.965    ;
9.630     ;47.0    ;S43     ;-78.1792  ;65.8453    ;
9.640     ;47.0    ;S43     ;-78.124   ;29.4584    ;
9.650     ;47.0    ;S43     ;-77.9213  ;-6.57676   ;
9.660     ;47.0    ;S43     ;-77.6827  ;-42.8022   ;
9.670     ;47.0    ;S43     ;-77.5736  ;-79.459    ;
9.680     ;47.0    ;S43     ;-77.5182  ;-116.78    ;
9.690     ;47.0    ;S43     ;-77.3464  ;-154.043   ;
9.700     ;47.0    ;S43     ;-77.2091  ;168.342    ;
9.710     ;47.0    ;S43     ;-77.271   ;131.127    ;
9.720     ;47.0    ;S43     ;-77.2606  ;93.5707    ;
9.730     ;47.0    ;S43     ;-77.2457  ;56.9463    ;
9.740     ;47.0    ;S43     ;-77.3195  ;19.9244    ;
9.750     ;47.0    ;S43     ;-77.3435  ;-16.3624   ;
9.760     ;47.0    ;S43     ;-77.3714  ;-52.0815   ;
9.770     ;47.0    ;S43     ;-77.2281  ;-88.5636   ;
9.780     ;47.0    ;S43     ;-77.1657  ;-125.001   ;
9.790     ;47.0    ;S43     ;-77.2154  ;-161.738   ;
9.800     ;47.0    ;S43     ;-77.1818  ;161.436    ;
9.300     ;48.0    ;S43     ;-80.6891  ;-145.203   ;
9.310     ;48.0    ;S43     ;-80.18    ;177.106    ;
9.320     ;48.0    ;S43     ;-79.749   ;139.539    ;
9.330     ;48.0    ;S43     ;-79.533   ;101.163    ;
9.340     ;48.0    ;S43     ;-79.3321  ;63.1697    ;
9.350     ;48.0    ;S43     ;-79.1556  ;24.9878    ;
9.360     ;48.0    ;S43     ;-79.0092  ;-13.1134   ;
9.370     ;48.0    ;S43     ;-78.8907  ;-50.1071   ;
9.380     ;48.0    ;S43     ;-78.878   ;-86.37     ;
9.390     ;48.0    ;S43     ;-78.5605  ;-122.893   ;
9.400     ;48.0    ;S43     ;-78.3881  ;-160.882   ;
9.410     ;48.0    ;S43     ;-78.2337  ;162.188    ;
9.420     ;48.0    ;S43     ;-78.1041  ;124.541    ;
9.430     ;48.0    ;S43     ;-77.9515  ;87.156     ;
9.440     ;48.0    ;S43     ;-77.9197  ;49.3051    ;
9.450     ;48.0    ;S43     ;-77.8864  ;12.5998    ;
9.460     ;48.0    ;S43     ;-77.829   ;-24.265    ;
9.470     ;48.0    ;S43     ;-77.9141  ;-60.6301   ;
9.480     ;48.0    ;S43     ;-77.8318  ;-95.8253   ;
9.490     ;48.0    ;S43     ;-77.6249  ;-131.836   ;
9.500     ;48.0    ;S43     ;-77.3573  ;-167.657   ;
9.510     ;48.0    ;S43     ;-76.9987  ;155.262    ;
9.520     ;48.0    ;S43     ;-76.8059  ;118.956    ;
9.530     ;48.0    ;S43     ;-76.4272  ;80.5391    ;
9.540     ;48.0    ;S43     ;-76.2213  ;42.6002    ;
9.550     ;48.0    ;S43     ;-76.1498  ;3.99168    ;
9.560     ;48.0    ;S43     ;-76.0909  ;-34.3762   ;
9.570     ;48.0    ;S43     ;-76.2323  ;-71.5655   ;
9.580     ;48.0    ;S43     ;-76.2346  ;-108.191   ;
9.590     ;48.0    ;S43     ;-76.2556  ;-145.501   ;
9.600     ;48.0    ;S43     ;-76.219   ;177.661    ;
9.610     ;48.0    ;S43     ;-76.219   ;141.146    ;
9.620     ;48.0    ;S43     ;-76.1749  ;104.043    ;
9.630     ;48.0    ;S43     ;-76.0928  ;67.7394    ;
9.640     ;48.0    ;S43     ;-76.1548  ;31.9079    ;
9.650     ;48.0    ;S43     ;-75.9738  ;-4.45076   ;
9.660     ;48.0    ;S43     ;-75.8718  ;-41.5587   ;
9.670     ;48.0    ;S43     ;-75.6913  ;-78.0145   ;
9.680     ;48.0    ;S43     ;-75.5593  ;-115.6     ;
9.690     ;48.0    ;S43     ;-75.5225  ;-152.34    ;
9.700     ;48.0    ;S43     ;-75.412   ;170.351    ;
9.710     ;48.0    ;S43     ;-75.4186  ;132.861    ;
9.720     ;48.0    ;S43     ;-75.4136  ;95.5656    ;
9.730     ;48.0    ;S43     ;-75.5024  ;58.4181    ;
9.740     ;48.0    ;S43     ;-75.5793  ;21.5326    ;
9.750     ;48.0    ;S43     ;-75.5209  ;-15.072    ;
9.760     ;48.0    ;S43     ;-75.542   ;-50.6836   ;
9.770     ;48.0    ;S43     ;-75.4165  ;-87.7418   ;
9.780     ;48.0    ;S43     ;-75.374   ;-124.468   ;
9.790     ;48.0    ;S43     ;-75.4113  ;-160.975   ;
9.800     ;48.0    ;S43     ;-75.4541  ;162.158    ;
9.300     ;49.0    ;S43     ;-78.6614  ;-146.657   ;
9.310     ;49.0    ;S43     ;-78.2776  ;175.522    ;
9.320     ;49.0    ;S43     ;-77.9354  ;138.243    ;
9.330     ;49.0    ;S43     ;-77.8229  ;100.548    ;
9.340     ;49.0    ;S43     ;-77.5221  ;62.9593    ;
9.350     ;49.0    ;S43     ;-77.4579  ;25.4404    ;
9.360     ;49.0    ;S43     ;-77.3713  ;-11.9878   ;
9.370     ;49.0    ;S43     ;-77.1972  ;-48.8082   ;
9.380     ;49.0    ;S43     ;-77.1973  ;-85.4403   ;
9.390     ;49.0    ;S43     ;-76.9138  ;-122.023   ;
9.400     ;49.0    ;S43     ;-76.7652  ;-158.844   ;
9.410     ;49.0    ;S43     ;-76.5659  ;164.215    ;
9.420     ;49.0    ;S43     ;-76.4852  ;126.534    ;
9.430     ;49.0    ;S43     ;-76.3683  ;89.4667    ;
9.440     ;49.0    ;S43     ;-76.226   ;52.1044    ;
9.450     ;49.0    ;S43     ;-76.285   ;14.7896    ;
9.460     ;49.0    ;S43     ;-76.2322  ;-21.9742   ;
9.470     ;49.0    ;S43     ;-76.2389  ;-57.9303   ;
9.480     ;49.0    ;S43     ;-76.1794  ;-93.7206   ;
9.490     ;49.0    ;S43     ;-76.0012  ;-129.521   ;
9.500     ;49.0    ;S43     ;-75.7841  ;-165.548   ;
9.510     ;49.0    ;S43     ;-75.5474  ;157.235    ;
9.520     ;49.0    ;S43     ;-75.2342  ;121.059    ;
9.530     ;49.0    ;S43     ;-74.8921  ;82.922     ;
9.540     ;49.0    ;S43     ;-74.8124  ;44.8707    ;
9.550     ;49.0    ;S43     ;-74.7196  ;6.8012     ;
9.560     ;49.0    ;S43     ;-74.6546  ;-30.9655   ;
9.570     ;49.0    ;S43     ;-74.7282  ;-68.4906   ;
9.580     ;49.0    ;S43     ;-74.7603  ;-105.605   ;
9.590     ;49.0    ;S43     ;-74.7991  ;-142.277   ;
9.600     ;49.0    ;S43     ;-74.7087  ;-179.121   ;
9.610     ;49.0    ;S43     ;-74.6795  ;144.092    ;
9.620     ;49.0    ;S43     ;-74.6394  ;106.931    ;
9.630     ;49.0    ;S43     ;-74.6942  ;70.4908    ;
9.640     ;49.0    ;S43     ;-74.6205  ;33.7466    ;
9.650     ;49.0    ;S43     ;-74.5204  ;-2.32354   ;
9.660     ;49.0    ;S43     ;-74.3491  ;-38.9671   ;
9.670     ;49.0    ;S43     ;-74.2326  ;-76.1997   ;
9.680     ;49.0    ;S43     ;-74.1979  ;-112.836   ;
