Frequency ;Azimuth ;S-param ;Amplitude ;Phase      ;
9.760     ;-23.0   ;S34     ;-71.5634  ;63.9351    ;
9.770     ;-23.0   ;S34     ;-71.6475  ;25.9201    ;
9.780     ;-23.0   ;S34     ;-71.6804  ;-11.5838   ;
9.790     ;-23.0   ;S34     ;-71.6447  ;-48.9413   ;
9.800     ;-23.0   ;S34     ;-71.6532  ;-86.2855   ;
9.300     ;-22.0   ;S34     ;-73.2121  ;96.326     ;
9.310     ;-22.0   ;S34     ;-73.362   ;55.6467    ;
9.320     ;-22.0   ;S34     ;-73.3616  ;16.3378    ;
9.330     ;-22.0   ;S34     ;-73.4126  ;-24.1564   ;
9.340     ;-22.0   ;S34     ;-73.4116  ;-63.862    ;
9.350     ;-22.0   ;S34     ;-73.4479  ;-104.065   ;
9.360     ;-22.0   ;S34     ;-73.5033  ;-144.41    ;
9.370     ;-22.0   ;S34     ;-73.5575  ;175.107    ;
9.380     ;-22.0   ;S34     ;-73.7104  ;134.972    ;
9.390     ;-22.0   ;S34     ;-73.8329  ;94.9916    ;
9.400     ;-22.0   ;S34     ;-73.9801  ;55.6153    ;
9.410     ;-22.0   ;S34     ;-74.0654  ;15.916     ;
9.420     ;-22.0   ;S34     ;-74.1693  ;-23.1079   ;
9.430     ;-22.0   ;S34     ;-74.2524  ;-62.5418   ;
9.440     ;-22.0   ;S34     ;-74.2946  ;-102.234   ;
9.450     ;-22.0   ;S34     ;-74.3758  ;-141.297   ;
9.460     ;-22.0   ;S34     ;-74.3963  ;179.982    ;
9.470     ;-22.0   ;S34     ;-74.4086  ;141.08     ;
9.480     ;-22.0   ;S34     ;-74.3657  ;102.034    ;
9.490     ;-22.0   ;S34     ;-74.3869  ;62.9511    ;
9.500     ;-22.0   ;S34     ;-74.3847  ;23.8972    ;
9.510     ;-22.0   ;S34     ;-74.3322  ;-14.3944   ;
9.520     ;-22.0   ;S34     ;-74.2658  ;-53.2694   ;
9.530     ;-22.0   ;S34     ;-74.1989  ;-91.6535   ;
9.540     ;-22.0   ;S34     ;-74.1382  ;-130.655   ;
9.550     ;-22.0   ;S34     ;-73.9958  ;-168.707   ;
9.560     ;-22.0   ;S34     ;-73.7681  ;152.127    ;
9.570     ;-22.0   ;S34     ;-73.5353  ;113.657    ;
9.580     ;-22.0   ;S34     ;-73.2669  ;74.3179    ;
9.590     ;-22.0   ;S34     ;-73.0221  ;34.5724    ;
9.600     ;-22.0   ;S34     ;-72.8374  ;-5.11327   ;
9.610     ;-22.0   ;S34     ;-72.7296  ;-45.05     ;
9.620     ;-22.0   ;S34     ;-72.5457  ;-84.1831   ;
9.630     ;-22.0   ;S34     ;-72.3986  ;-123.78    ;
9.640     ;-22.0   ;S34     ;-72.2803  ;-163.335   ;
9.650     ;-22.0   ;S34     ;-72.1378  ;157.186    ;
9.660     ;-22.0   ;S34     ;-71.9306  ;117.048    ;
9.670     ;-22.0   ;S34     ;-71.872   ;77.2125    ;
9.680     ;-22.0   ;S34     ;-71.7782  ;37.444     ;
9.690     ;-22.0   ;S34     ;-71.8291  ;-2.44905   ;
9.700     ;-22.0   ;S34     ;-71.7402  ;-42.2454   ;
9.710     ;-22.0   ;S34     ;-71.8102  ;-81.312    ;
9.720     ;-22.0   ;S34     ;-71.8472  ;-120.742   ;
9.730     ;-22.0   ;S34     ;-71.8377  ;-159.746   ;
9.740     ;-22.0   ;S34     ;-71.9522  ;160.97     ;
9.750     ;-22.0   ;S34     ;-72.0337  ;122.444    ;
9.760     ;-22.0   ;S34     ;-72.1579  ;84.0815    ;
9.770     ;-22.0   ;S34     ;-72.1643  ;45.8938    ;
9.780     ;-22.0   ;S34     ;-72.2957  ;8.67672    ;
9.790     ;-22.0   ;S34     ;-72.2771  ;-29.3257   ;
9.800     ;-22.0   ;S34     ;-72.2927  ;-66.5193   ;
9.300     ;-21.0   ;S34     ;-70.1727  ;88.148     ;
9.310     ;-21.0   ;S34     ;-70.2177  ;48.6466    ;
9.320     ;-21.0   ;S34     ;-70.0676  ;10.2376    ;
9.330     ;-21.0   ;S34     ;-70.0997  ;-29.1722   ;
9.340     ;-21.0   ;S34     ;-70.0788  ;-68.0343   ;
9.350     ;-21.0   ;S34     ;-70.054   ;-107.123   ;
9.360     ;-21.0   ;S34     ;-70.0627  ;-146.329   ;
9.370     ;-21.0   ;S34     ;-70.1053  ;174.6      ;
9.380     ;-21.0   ;S34     ;-70.1802  ;135.404    ;
9.390     ;-21.0   ;S34     ;-70.2798  ;96.5592    ;
9.400     ;-21.0   ;S34     ;-70.3836  ;58.125     ;
9.410     ;-21.0   ;S34     ;-70.4535  ;19.6163    ;
9.420     ;-21.0   ;S34     ;-70.4818  ;-18.6768   ;
9.430     ;-21.0   ;S34     ;-70.5661  ;-57.1647   ;
9.440     ;-21.0   ;S34     ;-70.643   ;-95.5169   ;
9.450     ;-21.0   ;S34     ;-70.707   ;-134.01    ;
9.460     ;-21.0   ;S34     ;-70.7519  ;-172.36    ;
9.470     ;-21.0   ;S34     ;-70.7599  ;149.382    ;
9.480     ;-21.0   ;S34     ;-70.7845  ;111.138    ;
9.490     ;-21.0   ;S34     ;-70.8284  ;72.6199    ;
9.500     ;-21.0   ;S34     ;-70.8826  ;34.4693    ;
9.510     ;-21.0   ;S34     ;-70.9365  ;-3.54868   ;
9.520     ;-21.0   ;S34     ;-70.929   ;-41.5915   ;
9.530     ;-21.0   ;S34     ;-70.9343  ;-79.531    ;
9.540     ;-21.0   ;S34     ;-70.9805  ;-117.884   ;
9.550     ;-21.0   ;S34     ;-70.8785  ;-155.827   ;
9.560     ;-21.0   ;S34     ;-70.7904  ;165.866    ;
9.570     ;-21.0   ;S34     ;-70.6935  ;127.385    ;
9.580     ;-21.0   ;S34     ;-70.5656  ;88.2823    ;
9.590     ;-21.0   ;S34     ;-70.5041  ;49.2179    ;
9.600     ;-21.0   ;S34     ;-70.439   ;10.2644    ;
9.610     ;-21.0   ;S34     ;-70.4142  ;-29.1603   ;
9.620     ;-21.0   ;S34     ;-70.419   ;-67.8832   ;
9.630     ;-21.0   ;S34     ;-70.3815  ;-107.025   ;
9.640     ;-21.0   ;S34     ;-70.4129  ;-146.424   ;
9.650     ;-21.0   ;S34     ;-70.3976  ;174.323    ;
9.660     ;-21.0   ;S34     ;-70.347   ;135.013    ;
9.670     ;-21.0   ;S34     ;-70.4466  ;95.5342    ;
9.680     ;-21.0   ;S34     ;-70.4824  ;56.0902    ;
9.690     ;-21.0   ;S34     ;-70.6293  ;16.9459    ;
9.700     ;-21.0   ;S34     ;-70.6962  ;-22.1878   ;
9.710     ;-21.0   ;S34     ;-70.805   ;-60.5973   ;
9.720     ;-21.0   ;S34     ;-70.9604  ;-99.8118   ;
9.730     ;-21.0   ;S34     ;-71.0894  ;-138.737   ;
9.740     ;-21.0   ;S34     ;-71.2508  ;-177.405   ;
9.750     ;-21.0   ;S34     ;-71.3822  ;144.395    ;
9.760     ;-21.0   ;S34     ;-71.5019  ;106.261    ;
9.770     ;-21.0   ;S34     ;-71.6431  ;68.2168    ;
9.780     ;-21.0   ;S34     ;-71.7017  ;30.7844    ;
9.790     ;-21.0   ;S34     ;-71.7078  ;-7.18097   ;
9.800     ;-21.0   ;S34     ;-71.6614  ;-44.6708   ;
9.300     ;-20.0   ;S34     ;-67.6638  ;83.1311    ;
9.310     ;-20.0   ;S34     ;-67.6583  ;44.2521    ;
9.320     ;-20.0   ;S34     ;-67.5618  ;6.52712    ;
9.330     ;-20.0   ;S34     ;-67.5425  ;-32.0896   ;
9.340     ;-20.0   ;S34     ;-67.4901  ;-70.3687   ;
9.350     ;-20.0   ;S34     ;-67.4465  ;-108.769   ;
9.360     ;-20.0   ;S34     ;-67.4514  ;-147.452   ;
9.370     ;-20.0   ;S34     ;-67.4709  ;174.188    ;
9.380     ;-20.0   ;S34     ;-67.5064  ;135.491    ;
9.390     ;-20.0   ;S34     ;-67.5902  ;97.3055    ;
9.400     ;-20.0   ;S34     ;-67.6718  ;59.2928    ;
9.410     ;-20.0   ;S34     ;-67.6774  ;21.0828    ;
9.420     ;-20.0   ;S34     ;-67.7449  ;-16.6659   ;
9.430     ;-20.0   ;S34     ;-67.8127  ;-54.8367   ;
9.440     ;-20.0   ;S34     ;-67.853   ;-92.7373   ;
9.450     ;-20.0   ;S34     ;-67.9113  ;-130.725   ;
9.460     ;-20.0   ;S34     ;-67.9746  ;-168.605   ;
9.470     ;-20.0   ;S34     ;-67.9852  ;153.669    ;
9.480     ;-20.0   ;S34     ;-68.0268  ;115.397    ;
9.490     ;-20.0   ;S34     ;-68.0641  ;77.8552    ;
9.500     ;-20.0   ;S34     ;-68.136   ;39.9941    ;
9.510     ;-20.0   ;S34     ;-68.1475  ;2.11136    ;
9.520     ;-20.0   ;S34     ;-68.1883  ;-35.4506   ;
9.530     ;-20.0   ;S34     ;-68.2235  ;-73.1381   ;
9.540     ;-20.0   ;S34     ;-68.2335  ;-110.944   ;
9.550     ;-20.0   ;S34     ;-68.22    ;-148.509   ;
9.560     ;-20.0   ;S34     ;-68.176   ;173.319    ;
9.570     ;-20.0   ;S34     ;-68.1554  ;135.435    ;
9.580     ;-20.0   ;S34     ;-68.095   ;96.7091    ;
9.590     ;-20.0   ;S34     ;-68.0944  ;58.0588    ;
9.600     ;-20.0   ;S34     ;-68.1108  ;19.5452    ;
9.610     ;-20.0   ;S34     ;-68.1425  ;-19.0434   ;
9.620     ;-20.0   ;S34     ;-68.1799  ;-57.3961   ;
9.630     ;-20.0   ;S34     ;-68.1908  ;-96.0106   ;
9.640     ;-20.0   ;S34     ;-68.2674  ;-134.538   ;
9.650     ;-20.0   ;S34     ;-68.3447  ;-173.416   ;
9.660     ;-20.0   ;S34     ;-68.345   ;147.864    ;
9.670     ;-20.0   ;S34     ;-68.4978  ;108.975    ;
9.680     ;-20.0   ;S34     ;-68.5937  ;70.0683    ;
9.690     ;-20.0   ;S34     ;-68.8143  ;31.9603    ;
9.700     ;-20.0   ;S34     ;-68.9352  ;-6.51945   ;
9.710     ;-20.0   ;S34     ;-69.0616  ;-44.8309   ;
9.720     ;-20.0   ;S34     ;-69.2319  ;-83.269    ;
9.730     ;-20.0   ;S34     ;-69.3686  ;-121.486   ;
9.740     ;-20.0   ;S34     ;-69.5695  ;-159.895   ;
9.750     ;-20.0   ;S34     ;-69.6905  ;162.092    ;
9.760     ;-20.0   ;S34     ;-69.8151  ;124.403    ;
9.770     ;-20.0   ;S34     ;-69.9151  ;86.5125    ;
9.780     ;-20.0   ;S34     ;-70.0422  ;49.3984    ;
9.790     ;-20.0   ;S34     ;-70.0959  ;11.52      ;
9.800     ;-20.0   ;S34     ;-70.0672  ;-26.2543   ;
9.300     ;-19.0   ;S34     ;-65.596   ;79.9861    ;
9.310     ;-19.0   ;S34     ;-65.5838  ;41.701     ;
9.320     ;-19.0   ;S34     ;-65.5137  ;4.3729     ;
9.330     ;-19.0   ;S34     ;-65.4551  ;-34.0062   ;
9.340     ;-19.0   ;S34     ;-65.4204  ;-71.9806   ;
9.350     ;-19.0   ;S34     ;-65.3727  ;-109.945   ;
9.360     ;-19.0   ;S34     ;-65.3328  ;-148.182   ;
9.370     ;-19.0   ;S34     ;-65.3652  ;173.639    ;
9.380     ;-19.0   ;S34     ;-65.3948  ;135.291    ;
9.390     ;-19.0   ;S34     ;-65.4426  ;97.4132    ;
9.400     ;-19.0   ;S34     ;-65.505   ;59.7327    ;
9.410     ;-19.0   ;S34     ;-65.5206  ;21.8771    ;
9.420     ;-19.0   ;S34     ;-65.584   ;-15.6418   ;
9.430     ;-19.0   ;S34     ;-65.6146  ;-53.4563   ;
9.440     ;-19.0   ;S34     ;-65.6793  ;-91.2718   ;
9.450     ;-19.0   ;S34     ;-65.6818  ;-128.903   ;
9.460     ;-19.0   ;S34     ;-65.7543  ;-166.534   ;
9.470     ;-19.0   ;S34     ;-65.7705  ;156.138    ;
9.480     ;-19.0   ;S34     ;-65.7972  ;118.212    ;
9.490     ;-19.0   ;S34     ;-65.8518  ;80.7706    ;
9.500     ;-19.0   ;S34     ;-65.9138  ;43.2112    ;
9.510     ;-19.0   ;S34     ;-65.945   ;5.46698    ;
9.520     ;-19.0   ;S34     ;-65.9775  ;-31.8621   ;
9.530     ;-19.0   ;S34     ;-66.0234  ;-69.3942   ;
9.540     ;-19.0   ;S34     ;-66.0468  ;-107.027   ;
9.550     ;-19.0   ;S34     ;-66.0183  ;-144.233   ;
9.560     ;-19.0   ;S34     ;-65.99    ;177.818    ;
9.570     ;-19.0   ;S34     ;-66.0261  ;140.082    ;
9.580     ;-19.0   ;S34     ;-65.9746  ;101.945    ;
9.590     ;-19.0   ;S34     ;-66.0183  ;63.7677    ;
9.600     ;-19.0   ;S34     ;-66.0414  ;25.6517    ;
9.610     ;-19.0   ;S34     ;-66.076   ;-12.501    ;
9.620     ;-19.0   ;S34     ;-66.1314  ;-50.5023   ;
9.630     ;-19.0   ;S34     ;-66.1834  ;-88.8172   ;
9.640     ;-19.0   ;S34     ;-66.2464  ;-126.906   ;
9.650     ;-19.0   ;S34     ;-66.3534  ;-165.285   ;
9.660     ;-19.0   ;S34     ;-66.4171  ;156.467    ;
9.670     ;-19.0   ;S34     ;-66.5602  ;118.068    ;
9.680     ;-19.0   ;S34     ;-66.6877  ;79.5705    ;
9.690     ;-19.0   ;S34     ;-66.8595  ;41.8178    ;
9.700     ;-19.0   ;S34     ;-67.0002  ;3.76633    ;
9.710     ;-19.0   ;S34     ;-67.1449  ;-33.8809   ;
9.720     ;-19.0   ;S34     ;-67.2881  ;-71.7677   ;
9.730     ;-19.0   ;S34     ;-67.3898  ;-109.58    ;
9.740     ;-19.0   ;S34     ;-67.5158  ;-147.567   ;
9.750     ;-19.0   ;S34     ;-67.6906  ;174.703    ;
9.760     ;-19.0   ;S34     ;-67.8267  ;136.987    ;
9.770     ;-19.0   ;S34     ;-67.9266  ;99.3104    ;
9.780     ;-19.0   ;S34     ;-67.9941  ;62.1488    ;
9.790     ;-19.0   ;S34     ;-68.0414  ;24.4504    ;
9.800     ;-19.0   ;S34     ;-68.0781  ;-13.3091   ;
9.300     ;-18.0   ;S34     ;-63.8462  ;77.7097    ;
9.310     ;-18.0   ;S34     ;-63.8213  ;39.7392    ;
9.320     ;-18.0   ;S34     ;-63.7209  ;2.39586    ;
9.330     ;-18.0   ;S34     ;-63.7017  ;-35.5304   ;
9.340     ;-18.0   ;S34     ;-63.6543  ;-73.3855   ;
9.350     ;-18.0   ;S34     ;-63.5984  ;-110.943   ;
9.360     ;-18.0   ;S34     ;-63.5718  ;-149.14    ;
9.370     ;-18.0   ;S34     ;-63.5584  ;173.261    ;
9.380     ;-18.0   ;S34     ;-63.6114  ;135.175    ;
9.390     ;-18.0   ;S34     ;-63.6474  ;97.5406    ;
9.400     ;-18.0   ;S34     ;-63.68    ;60.0302    ;
9.410     ;-18.0   ;S34     ;-63.6996  ;22.4315    ;
9.420     ;-18.0   ;S34     ;-63.7444  ;-15.0592   ;
9.430     ;-18.0   ;S34     ;-63.7766  ;-52.5867   ;
9.440     ;-18.0   ;S34     ;-63.8038  ;-90.1537   ;
9.450     ;-18.0   ;S34     ;-63.8193  ;-127.793   ;
9.460     ;-18.0   ;S34     ;-63.8846  ;-165.198   ;
9.470     ;-18.0   ;S34     ;-63.8866  ;157.445    ;
9.480     ;-18.0   ;S34     ;-63.9439  ;119.767    ;
9.490     ;-18.0   ;S34     ;-63.9759  ;82.5967    ;
9.500     ;-18.0   ;S34     ;-64.0155  ;45.2348    ;
9.510     ;-18.0   ;S34     ;-64.0537  ;7.63996    ;
9.520     ;-18.0   ;S34     ;-64.1113  ;-29.6177   ;
9.530     ;-18.0   ;S34     ;-64.1409  ;-66.8315   ;
9.540     ;-18.0   ;S34     ;-64.1573  ;-104.14    ;
9.550     ;-18.0   ;S34     ;-64.1632  ;-141.448   ;
